hrv_mean_nni,hrv_median_nni,hrv_range_nni,hrv_sdsd,hrv_rmssd,hrv_pnni_50,hrv_pnni_20,hrv_cvsd,hrv_sdnn,hrv_cvnni,hrv_std_hr,hrv_total_power,hrv_lf,hrv_peaks,hrv_hf,hrv_mean,hrv_std,hrv_max,hrv_ptp,hrv_rms,hrv_iqr,hrv_iqr_5_95,hrv_pct_5,hrv_pct_95,hrv_svd_entropy,acc_x_mean,acc_x_min,acc_x_sum,acc_x_skewness,acc_x_n_sign_changes,acc_x_pct_5,acc_x_pct_95,acc_x_svd_entropy,acc_y_mean,acc_y_min,acc_y_max,acc_y_sum,acc_y_pct_5,acc_y_pct_95,acc_z_n_sign_changes,l2_pct_5,Stress
696.3765681,687.5,562.5,59.14930659,59.15282537,21.86379928,52.86738351,0.084943733,94.48793252,0.135685112,11.67244288,4198.645517,1334.671496,144,628.2923708,696.3765681,94.40322795,1031.25,562.5,702.7462515,125,312.5,562.5,875,0.291730014,-19.475,-32,-37392,1.153990374,0,-21,-17,0.223259903,3.802604167,0,9,7301,3,5,0,128.1951637,1
696.5209083,687.5,562.5,59.15918744,59.16273104,22.30215827,53.23741007,0.084940352,94.41784101,0.135556363,11.64760032,4196.006229,1304.840539,143,630.9886447,696.5209083,94.33289466,1031.25,562.5,702.8798409,125,312.5,562.5,875,0.291982809,-19.53125,-32,-37500,1.044767753,0,-21,-17,0.219032225,3.851041667,0,9,7394,3,5,0,128.1951637,1
696.2872966,687.5,562.5,59.31970896,59.32328149,22.42314647,53.34538879,0.085199431,94.62365053,0.135897425,11.67153277,4218.93987,1308.16184,143,631.870101,696.2872966,94.53805698,1031.25,562.5,702.6759165,125,312.5,562.5,875,0.293982453,-19.2234375,-32,-36909,6.410663391,4,-21,-17,0.249095563,3.8984375,-13,35,7485,3,5,0,128.1951637,1
695.863472,687.5,562.5,59.9205961,59.92413281,21.88065099,52.80289331,0.086114784,94.74851885,0.136159639,11.70053558,4266.407622,1310.563137,143,660.698335,695.863472,94.66281235,1031.25,562.5,702.272753,125,312.5,562.5,875,0.295020119,-18.85729167,-32,-36206,5.03912569,11,-21,-17,0.254485025,3.7359375,-13,35,7173,3,5,0,128.1678587,1
695.6386116,687.5,562.5,59.72548389,59.729058,22.323049,53.35753176,0.085862195,94.56912507,0.135945768,11.68353897,4238.24882,1222.915601,144,667.2232008,695.6386116,94.4832702,1031.25,562.5,702.025759,125,312.5,562.5,875,0.292266,-18.69739583,-32,-35899,4.5685313,11,-21,-15,0.266594579,3.5234375,-16,35,6765,2,5,0,128.1481564,1
695.8409506,687.5,562.5,60.35270467,60.35629365,22.48628885,53.56489945,0.086738634,94.60964124,0.135964463,11.67336305,4249.578822,1219.022402,143,641.1646359,695.8409506,94.5231212,1031.25,562.5,702.2316206,125,312.5,562.5,875,0.290324471,-18.48645833,-32,-35494,4.059481868,16,-21,-10,0.278452419,3.418229167,-16,35,6563,-1.05,5,0,127.9163788,1
695.7297422,687.5,562.5,60.06718658,60.07084604,22.09944751,53.40699816,0.086342214,94.6331852,0.136020037,11.66859069,4244.750046,1211.711885,141,625.4523905,695.7297422,94.54600583,1031.25,562.5,702.1245056,125,312.5,562.5,875,0.287823725,-18.4328125,-32,-35391,4.00726183,16,-21,-10,0.286211424,3.409895833,-16,35,6547,-1.05,5,0,127.8542138,1
695.6597222,687.5,562.5,59.54585925,59.54959195,21.85185185,53.51851852,0.08560161,94.81827323,0.136299789,11.69457125,4288.967862,1227.367487,140,609.0770606,695.6597222,94.73043785,1031.25,562.5,702.0799847,125,312.5,562.5,875,0.287835337,-18.3828125,-32,-35295,3.984037028,16,-21,-10,0.288444528,3.377604167,-16,35,6485,-1.05,5,0,127.8542138,1
695.9223978,687.5,562.5,59.87722706,59.8809668,21.56133829,53.53159851,0.086045466,94.58446972,0.13591238,11.6552278,4292.255737,1212.379286,139,616.7254052,695.9223978,94.49652505,1031.25,562.5,702.3087476,125,312.5,562.5,875,0.289065402,-18.35989583,-32,-35251,3.974871295,16,-21,-10,0.289306504,3.346875,-16,35,6426,-2,5,0,127.8542138,1
696.2744869,687.5,562.5,59.92052642,59.92429146,21.64179104,53.73134328,0.086064178,94.54966653,0.135793668,11.64765499,4299.734259,1230.944846,138,620.1769986,696.2744869,94.46142603,1031.25,562.5,702.6529173,125,312.5,562.5,875,0.289363344,-18.35833333,-32,-35248,3.967936099,16,-21,-10,0.289879311,3.327083333,-16,35,6388,-2,5,0,127.8542138,1
696.9213822,687.5,562.5,59.59355232,59.59729591,21.52133581,53.80333952,0.085515092,94.27862515,0.135278709,11.5979114,4339.98801,1216.762403,138,659.0888429,696.9213822,94.19112756,1031.25,562.5,703.2576921,125,312.5,562.5,875,0.290610653,-18.33333333,-32,-35200,3.96087019,16,-21,-10,0.291496397,3.33125,-16,35,6396,-2,5,0,127.8542138,1
697.3775416,687.5,562.5,59.80148204,59.80518503,21.99630314,53.60443623,0.085757257,94.05284892,0.134866472,11.54791469,4318.209698,1203.081332,139,654.3757992,697.3775416,93.96588372,1031.25,562.5,703.6796308,125,312.5,562.5,875,0.288990194,-18.3140625,-32,-35163,3.955882988,16,-21,-10,0.29188337,3.311979167,-16,35,6359,-2,5,0,127.8542138,1
697.8303407,687.5,562.5,59.72123626,59.72491691,22.09944751,53.40699816,0.085586587,93.89798939,0.134557046,11.50745228,4339.055208,1191.293531,140,672.3209983,697.8303407,93.81148731,1031.25,562.5,704.1077897,125,312.5,562.5,875,0.288882418,-18.30052083,-32,-35137,3.958659947,16,-21,-10,0.29158923,3.291666667,-16,35,6320,-2,5,0,127.866532,1
697.8494004,687.5,562.5,59.836764,59.84045114,22.1402214,53.13653137,0.085749807,93.97887808,0.134669283,11.51614347,4338.225606,1215.161665,140,669.7044798,697.8494004,93.89214167,1031.25,562.5,704.1374297,125,312.5,562.5,875,0.289995489,-18.2953125,-32,-35127,3.956076917,16,-21,-10,0.29167824,3.277604167,-16,35,6293,-2,5,0,127.866532,1
697.5713628,687.5,562.5,59.40360904,59.40730938,21.91528545,53.03867403,0.085163056,94.01485083,0.134774528,11.52101542,4344.015,1228.389855,139,678.0168119,697.5713628,93.92824109,1031.25,562.5,703.8666924,125,312.5,562.5,875,0.291442211,-18.34479167,-32,-35222,3.849865903,16,-21,-10,0.29283677,3.269270833,-16,35,6277,-2,5,0,127.866532,1
698.2421875,687.5,562.5,59.48509901,59.48878068,22.24264706,53.125,0.085197918,93.76648441,0.134289343,11.46477892,4328.724877,1221.942157,138,712.7387701,698.2421875,93.68026234,1031.25,562.5,704.4985053,125,312.5,562.5,875,0.293194899,-18.396875,-32,-35322,3.769192806,16,-21,-10,0.290148474,3.258333333,-16,35,6256,-2,5,0,127.866532,1
698.2044199,687.5,562.5,59.98464084,59.98830534,22.46777164,53.40699816,0.085917968,93.94474788,0.134551924,11.47931844,4387.410115,1254.759868,138,745.214232,698.2044199,93.85820272,1031.25,562.5,704.4847579,125,312.5,562.5,875,0.297662028,-18.46354167,-32,-35450,3.664193163,16,-23,-10,0.289610661,3.25,-16,35,6240,-2,5,0,127.866532,1
698.4633978,687.5,562.5,59.80414557,59.80782112,22.28360958,53.59116022,0.08562771,93.89323628,0.134428284,11.47400428,4415.480644,1303.153515,136,745.2002739,698.4633978,93.80673858,1031.25,562.5,704.7345757,125,312.5,562.5,875,0.299273681,-18.53802083,-32,-35593,3.556628246,16,-24,-10,0.288875428,3.2515625,-16,35,6243,-2,5,0,127.866532,1
698.4145221,687.5,562.5,59.79419191,59.79785454,22.05882353,53.67647059,0.085619432,93.80407919,0.134310035,11.46255812,4406.141983,1371.286999,136,683.2373023,698.4145221,93.71782254,1031.25,562.5,704.6743041,125,312.5,562.5,875,0.297073309,-18.6234375,-32,-35757,3.441548731,16,-24,-10,0.287869719,3.250520833,-16,35,6241,-2,5,0,127.866532,1
697.7449634,687.5,562.5,60.17771815,60.18133078,21.97802198,53.11355311,0.086251186,93.99163098,0.134707717,11.55344292,4431.620849,1422.754563,136,642.1645499,697.7449634,93.90551861,1031.25,562.5,704.0357096,125,312.5,562.5,875,0.296430574,-18.7015625,-32,-35907,3.335420535,16,-24,-10,0.287026614,3.250520833,-16,35,6241,-2,5,0,127.866532,1
697.2159091,687.5,578.125,60.47506816,60.47861084,21.81818182,53.27272727,0.086743016,94.16021502,0.13505173,11.66363911,4468.869104,1450.461108,138,662.1134613,697.2159091,94.07457588,1031.25,578.125,703.533972,125,312.5,562.5,875,0.299631461,-18.775,-32,-36048,3.258437441,16,-24,-10,0.286202734,3.251041667,-16,35,6242,-2,5,0,127.866532,1
697.1415608,687.5,578.125,59.69574767,59.69932356,21.59709619,52.99455535,0.085634435,94.03413297,0.134885278,11.64904115,4468.07958,1474.656261,137,655.1009736,697.1415608,93.94876379,1031.25,578.125,703.4434775,125,312.5,562.5,875,0.295561722,-18.85677083,-32,-36205,3.173676996,16,-24,-10,0.285305966,3.251041667,-16,35,6242,-2,5,0,127.866532,1
697.3609855,687.5,578.125,59.69069715,59.69489175,21.69981917,53.34538879,0.085601135,93.67152377,0.134322863,11.58638733,4406.998934,1473.320581,139,650.1589687,697.3609855,93.58679149,1031.25,578.125,703.6127001,125,312.5,562.5,875,0.295288359,-18.93333333,-32,-36352,3.095753381,16,-25,-10,0.284275483,3.248958333,-16,35,6238,-2,5,0,127.866532,1
696.6995018,687.5,578.125,59.72257768,59.72678527,21.73913043,53.44202899,0.085728187,93.37979491,0.134031666,11.55632473,4382.338953,1482.857724,138,647.833253,696.6995018,93.29517342,1031.25,578.125,702.9183347,125,312.5,562.5,875,0.296191745,-19.00989583,-32,-36499,3.026747118,16,-25,-10,0.28351856,3.249479167,-16,35,6239,-2,5,0,127.866532,1
696.4488636,687.5,578.125,59.12093615,59.12521758,21.81818182,53.09090909,0.084895275,92.93674018,0.133443739,11.49780814,4330.073378,1497.23647,136,627.5388335,696.4488636,92.8522138,1031.25,578.125,702.6112391,125,312.5,562.5,875,0.295362138,-19.08854167,-32,-36650,2.961617883,16,-25,-10,0.282767351,3.2515625,-16,35,6243,-2,5,0,127.866532,1
696.8121572,687.5,578.125,59.23783782,59.24215788,21.93784278,53.3820841,0.085018835,92.56856105,0.132845789,11.42427215,4304.547262,1464.406882,135,636.1705728,696.8121572,92.48390757,1031.25,578.125,702.9227949,117.1875,312.5,562.5,875,0.296011272,-19.16927083,-32,-36805,2.896609294,16,-25,-10,0.281825237,3.255729167,-16,35,6251,-2,5,0,127.866532,1
696.6456422,687.5,578.125,59.37685598,59.38119767,21.83486239,53.21100917,0.085238741,92.46855759,0.132733993,11.42073231,4308.794153,1458.323189,135,666.1238055,696.6456422,92.3836851,1031.25,578.125,702.7445454,125,312.5,562.5,875,0.299527925,-19.24947917,-32,-36959,2.841849556,16,-25,-10,0.281003381,3.264583333,-16,35,6268,-2,5,0,127.866532,1
696.5430403,687.5,578.125,60.01306873,60.01734865,21.79487179,53.11355311,0.086164595,92.25954354,0.132453471,11.39820118,4285.063377,1441.411984,135,680.0323092,696.5430403,92.17501805,1031.25,578.125,702.6154289,117.1875,312.5,562.5,875,0.300964499,-19.33333333,-32,-37120,2.789830598,16,-25,-10,0.279982256,3.276041667,-16,35,6290,-2,5,0,127.866532,1
695.9575688,687.5,578.125,60.41089711,60.4151645,21.83486239,53.76146789,0.08680869,91.85264337,0.131980235,11.35874907,4250.094674,1420.448634,136,676.2006833,695.9575688,91.7683362,1031.25,578.125,701.9817413,109.375,312.5,562.5,875,0.300061638,-19.41666667,-32,-37280,2.738515042,16,-25,-10,0.27946751,3.2859375,-16,35,6309,-2,5,0,127.866532,1
695.2125229,687.5,578.125,61.88114846,61.885284,21.93784278,53.56489945,0.089016354,91.5168427,0.131638657,11.33683765,4149.433026,1351.251307,136,662.4062043,695.2125229,91.43315102,1031.25,578.125,701.1993105,109.375,312.5,562.5,875,0.300563171,-19.49010417,-32,-37421,2.703347793,16,-25,-10,0.278699441,3.2984375,-16,35,6333,-2,5,0,127.866532,1
695.0568182,687.5,578.125,61.68303416,61.68713776,22.18181818,53.63636364,0.088751216,91.2387376,0.131268028,11.30472642,4142.349157,1314.985304,136,692.1777445,695.0568182,91.15575556,1031.25,578.125,701.0088104,109.375,312.5,562.5,875,0.301532569,-19.55729167,-32,-37550,2.679579035,16,-25,-10,0.278028021,3.307291667,-16,35,6350,-2,5,0,127.866532,1
694.789783,687.5,578.125,61.80213505,61.80618635,22.06148282,53.52622061,0.088956671,91.0445974,0.131039056,11.28298589,4104.166224,1300.640201,138,668.5774511,694.789783,90.96224135,1031.25,578.125,700.7188965,109.375,312.5,562.5,875,0.300804768,-19.62708333,-32,-37684,2.648805547,16,-25,-10,0.277300014,3.315625,-16,35,6366,-2,5,0,127.866532,1
694.5509928,687.5,578.125,59.29519969,59.299407,21.66064982,53.24909747,0.085378047,90.4940169,0.130291394,11.19178387,4082.552677,1289.467905,137,638.6695598,694.5509928,90.41230671,1031.25,578.125,700.4109271,109.375,312.5,562.5,875,0.298336897,-19.68854167,-32,-37802,2.623693991,16,-25,-10,0.276837825,3.324479167,-16,35,6383,-2,5,0,127.866532,1
694.3008094,687.5,578.125,59.35156111,59.35573419,21.94244604,53.23741007,0.08548994,90.47067928,0.13030473,11.19227248,4080.850906,1293.949047,137,637.40812,694.3008094,90.38928414,1031.25,578.125,700.159865,109.375,312.5,562.5,875,0.298489222,-19.7671875,-32,-37953,2.597387999,16,-25,-10,0.276300774,3.3359375,-16,35,6405,-2,5,0,127.866532,1
693.7556104,687.5,578.125,59.47562491,59.47977432,22.08258528,53.50089767,0.085735918,90.91496094,0.131047533,11.28488981,4119.608941,1327.812979,137,639.6342673,693.7556104,90.833313,1031.25,578.125,699.676738,109.375,312.5,562.5,875,0.299186229,-19.85052083,-32,-38113,2.577371702,16,-25,-10,0.275406835,3.353125,-16,35,6438,-2,5,0,127.866532,1
693.5717469,687.5,578.125,59.68070651,59.6847828,22.28163993,53.29768271,0.08605423,91.26946942,0.131593407,11.3564509,4130.615962,1385.115849,139,620.4692429,693.5717469,91.1880878,1031.25,578.125,699.5405888,109.375,312.5,562.5,875,0.299807794,-19.93229167,-32,-38270,2.556477885,16,-25,-10,0.274776142,3.372916667,-16,35,6476,-2,5,0,127.866532,1
693.335177,687.5,578.125,59.8243333,59.82834233,22.30088496,53.27433628,0.086290649,91.69635329,0.132254004,11.40786512,4175.154854,1435.50832,139,626.0274482,693.335177,91.61517013,1031.25,578.125,699.361857,109.375,312.5,562.5,875,0.302395129,-20.01302083,-32,-38425,2.544601221,16,-25,-10,0.271902802,3.393229167,-16,35,6515,-2,5,0,127.866532,1
693.1943222,687.5,578.125,58.77153806,58.77557583,22.00704225,53.16901408,0.084789465,91.78093081,0.132402889,11.41478095,4180.385448,1473.933958,138,627.4809523,693.1943222,91.70010215,1031.25,578.125,699.2333495,109.375,312.5,562.5,875,0.302423429,-20.12760417,-28,-38645,2.595852835,16,-25,-10,0.244821557,3.425520833,-16,35,6577,-2,5,0,127.9179424,1
693.2768486,687.5,578.125,58.74955478,58.75359407,22.00704225,53.16901408,0.084747665,91.87189355,0.132518335,11.42328734,4185.468041,1482.022636,138,628.9027981,693.2768486,91.79098478,1031.25,578.125,699.3270863,109.375,312.5,562.5,875,0.302510736,-20.2109375,-28,-38805,2.593473837,16,-25,-10,0.243847364,3.458854167,-16,35,6641,-2,5,0,127.9179424,1
693.3833187,687.5,578.125,58.47769394,58.4817094,22.24168126,53.23992995,0.084342539,91.64309577,0.132168013,11.39950388,4178.230176,1507.255941,138,621.9369447,693.3833187,91.56281271,1031.25,578.125,699.4027276,109.375,312.5,562.5,875,0.300550023,-20.28229167,-28,-38942,2.587266757,16,-25,-10,0.243092802,3.4921875,-16,35,6705,-2,5,0,127.9179424,1
693.5642483,687.5,578.125,58.53613969,58.5401371,22.2027972,53.32167832,0.084404779,91.75824782,0.132299564,11.40616261,4181.184234,1526.161642,138,618.1583496,693.5642483,91.67800447,1031.25,578.125,699.5971862,109.375,312.5,562.5,875,0.300772022,-20.35885417,-28,-39089,2.581444285,16,-25,-10,0.242143798,3.521354167,-16,35,6761,-2,5,0,127.9179424,1
693.0823117,687.5,578.125,58.63861042,58.64261486,22.24168126,53.23992995,0.084611328,91.41162063,0.131891435,11.37380767,4175.985573,1523.914173,138,626.3953361,693.0823117,91.33154035,1031.25,578.125,699.0740598,109.375,312.5,562.5,875,0.301449352,-20.4453125,-28,-39255,2.59791555,16,-25,-10,0.2369947,3.55,-16,35,6816,-2,5,0,127.9179424,1
692.5164474,687.5,578.125,59.44556606,59.44953004,22.28070175,53.33333333,0.085845658,90.86398707,0.131208417,11.3274769,4101.052389,1467.446529,139,662.618745,692.5164474,90.78424683,1031.25,578.125,698.4417008,109.375,312.5,562.5,875,0.300352981,-20.5546875,-28,-39465,2.625428661,16,-25,-10,0.23606107,3.577083333,-16,35,6868,-2,6,0,127.9179424,1
691.7414623,687.5,578.125,59.03172753,59.03570531,22.06654991,53.0647986,0.085343598,89.90880009,0.129974571,11.24679676,4023.758977,1441.653913,139,645.1211662,691.7414623,89.83003634,1031.25,578.125,697.5497732,109.375,312.5,562.5,875,0.299066952,-20.67708333,-28,-39700,2.66634018,16,-25,-10,0.235038982,3.602083333,-16,35,6916,-2,6,0,127.9179424,1
691.2762697,687.5,578.125,58.60938574,58.61339218,21.89141856,52.88966725,0.084790112,89.50229016,0.12947398,11.20905235,3990.697116,1435.292482,139,636.0071127,691.2762697,89.42388254,1031.25,578.125,697.0362342,109.375,312.5,562.5,875,0.298449529,-20.80260417,-28,-39941,2.711846927,16,-25,-10,0.23376001,3.630208333,-16,35,6970,-2,6,0,127.9179424,1
691.1330857,687.5,578.125,59.50686972,59.51080193,22.02797203,52.97202797,0.08610614,89.53241829,0.129544396,11.20481203,3987.095575,1434.440192,139,652.5509853,691.1330857,89.45412145,1031.25,578.125,696.8981145,109.375,312.5,562.5,875,0.299714986,-20.92604167,-28,-40178,2.75524488,16,-25,-10,0.232807447,3.647395833,-16,35,7003,-2,6,0,127.9179424,1
691.0784528,687.5,578.125,59.04522841,59.04919136,21.85314685,53.14685315,0.08544499,89.58236398,0.129626909,11.21112745,4001.667282,1472.666125,139,638.5954379,691.0784528,89.50402347,1031.25,578.125,696.8503413,109.375,312.5,562.5,875,0.300303409,-21.05625,-28,-40428,2.807746391,16,-25,-10,0.231801719,3.672395833,-16,35,7051,-2,6,0,127.9179424,1
690.8110771,687.5,578.125,58.61669327,58.62069921,21.71628722,53.23992995,0.084857787,89.49920591,0.129556704,11.20335074,4024.696368,1522.492933,139,623.586408,690.8110771,89.42080098,1031.25,578.125,696.5744927,109.375,312.5,562.5,875,0.298275566,-21.17083333,-28,-40648,2.851976546,16,-25,-10,0.231027852,3.7046875,-16,35,7113,-2,6,0,127.9179424,1
690.6360035,687.5,578.125,58.64685721,58.65090356,21.83098592,53.34507042,0.084923032,89.65348023,0.129812926,11.22177612,4040.626863,1534.829096,138,612.9415833,690.6360035,89.57452514,1031.25,578.125,696.4206236,109.375,312.5,562.5,875,0.298860797,-21.28697917,-28,-40871,2.89786335,16,-25,-10,0.230186442,3.735416667,-16,35,7172,-2,6,0,127.9179424,1
690.1636643,687.5,578.125,58.80025102,58.80427263,22.3198594,53.60281195,0.085203374,90.02289046,0.130437018,11.32979049,4092.763469,1571.302253,139,612.3373913,690.1636643,89.94374944,1031.25,578.125,695.9998287,109.375,312.5,562.5,875,0.299340344,-21.40729167,-28,-41102,2.956726501,16,-25,-10,0.228704241,3.763541667,-16,35,7226,-2,6,0,127.9179424,1
689.9569346,687.5,578.125,59.34331146,59.34733869,22.2614841,53.71024735,0.086016004,90.09516046,0.130580846,11.34113162,4102.026413,1551.507516,138,630.0961272,689.9569346,90.01553591,1031.25,578.125,695.8041164,109.375,312.5,562.5,875,0.301663273,-21.51875,-28,-41316,3.008337111,16,-25,-10,0.227519028,3.8015625,-16,35,7299,-2,6,0,127.9179424,1
689.6017699,687.5,578.125,59.52692863,59.53095769,22.30088496,53.98230088,0.086326573,90.12403039,0.130689964,11.3674144,4198.962038,1565.67285,138,720.5913027,689.6017699,90.04423929,1031.25,578.125,695.4556536,109.375,312.5,562.5,875,0.305975662,-21.63958333,-28,-41548,3.074324155,16,-25,-10,0.226421177,3.840625,-16,35,7374,-2,6,0,127.9179424,1
689.6017699,687.5,578.125,60.39325177,60.39722304,22.65486726,53.98230088,0.087582755,89.83538301,0.130271393,11.35268935,4173.72545,1549.909157,139,729.9882294,689.6017699,89.75584746,1031.25,578.125,695.4183728,109.375,312.5,562.5,875,0.306874972,-21.7515625,-28,-41763,3.135464948,16,-25,-10,0.225690813,3.873958333,-16,35,7438,-2,6,0,127.9179424,1
689.6963968,687.5,578.125,60.4321967,60.43620796,22.77580071,53.91459075,0.087627264,89.39173065,0.129610262,11.33111055,4181.911882,1560.431139,138,731.2931882,689.6963968,89.31216523,1031.25,578.125,695.4550903,109.375,312.5,562.5,875,0.306819915,-21.84635417,-28,-41945,3.178927617,16,-25,-10,0.224697222,3.902083333,-16,35,7492,-2,6,0,127.9179424,1
689.2761989,687.5,578.125,59.72009389,59.72413855,22.73534636,53.9964476,0.086647615,88.57178696,0.128499703,11.27143825,4156.002082,1570.486313,139,711.4007285,689.2761989,88.49309144,1031.25,578.125,694.933598,109.375,310.9375,562.5,873.4375,0.303465239,-21.928125,-28,-42102,3.210187341,16,-25,-10,0.223584468,3.9203125,-16,35,7527,-2,6,0,127.9179424,1
689.1929396,687.5,578.125,59.78552555,59.78956578,22.73534636,53.9964476,0.086753016,88.21219842,0.127993474,11.24839087,4131.321522,1590.617231,140,667.7615308,689.1929396,88.1338224,1031.25,578.125,694.8053531,109.375,296.875,562.5,859.375,0.29986121,-22.00260417,-28,-42245,3.243055766,16,-25,-10,0.22288221,3.936458333,-16,35,7558,-2,6,0,127.9179424,1
688.8803004,687.5,578.125,60.32546561,60.32942728,23.32155477,54.41696113,0.087576067,87.58683033,0.127143758,11.18700762,4068.394406,1561.84704,142,648.3568886,688.8803004,87.5094226,1031.25,578.125,694.4162781,109.375,296.875,562.5,859.375,0.300034415,-22.06666667,-28,-42368,3.267189479,16,-25,-10,0.222350426,3.955208333,-16,35,7594,-2,6,0,127.9179424,1
688.5196208,687.5,578.125,60.04270998,60.04667626,22.92768959,54.4973545,0.087211278,87.43299413,0.126986932,11.16653462,4095.537978,1535.48673,141,750.2389172,688.5196208,87.3558587,1031.25,578.125,694.0391302,109.375,296.875,562.5,859.375,0.305155125,-22.13802083,-28,-42505,3.299058888,16,-25,-10,0.222060616,3.975520833,-16,35,7633,-2,6,0,127.9179424,1
688.3223684,687.5,578.125,58.90173918,58.90573976,22.45614035,53.68421053,0.085578709,86.89619198,0.126243452,11.10487408,4032.610569,1512.424026,141,728.0373788,688.3223684,86.81993379,1031.25,578.125,693.776177,109.375,296.875,562.5,859.375,0.303600138,-22.20625,-28,-42636,3.334817296,16,-25,-10,0.221511047,4.0078125,-16,35,7695,-2,6,0,127.9179424,1
687.9916958,687.5,578.125,59.31255296,59.31649805,22.72727273,53.67132867,0.086216881,86.96297384,0.126401197,11.11375781,4034.409832,1505.465748,142,736.1316147,687.9916958,86.886924,1031.25,578.125,693.4564954,109.375,296.875,562.5,859.375,0.304857305,-22.2859375,-28,-42789,3.386105143,16,-25,-10,0.220466171,4.0328125,-16,35,7743,-2,6,0,127.9179424,1
687.9097465,687.5,578.125,59.41338913,59.41732752,22.55244755,53.67132867,0.086373725,86.9658576,0.126420447,11.11303082,4014.589875,1494.849468,141,715.3882138,687.9097465,86.88980524,1031.25,578.125,693.3755531,109.375,296.875,562.5,859.375,0.303611472,-22.35052083,-28,-42913,3.426405713,16,-25,-10,0.219325985,4.047395833,-16,35,7771,-2,6,0,127.9179424,1
687.5,687.5,578.125,59.20176736,59.20569229,22.64808362,53.48432056,0.086117371,86.75845872,0.126194122,11.09668155,3996.541409,1511.768916,142,704.234537,687.5,86.6828522,1031.25,578.125,692.9431195,109.375,296.875,562.5,859.375,0.301432027,-22.41354167,-28,-43034,3.461622308,16,-25,-10,0.218027447,4.0625,-16,35,7800,-2,6,0,127.9179424,1
687.4729203,687.5,578.125,59.7112579,59.71510892,22.87694974,54.07279029,0.086861762,86.87686535,0.126371327,11.11239517,3999.907542,1503.409144,143,747.9362238,687.4729203,86.80154946,1031.25,578.125,692.9311114,109.375,296.875,562.5,859.375,0.304791379,-22.79583333,-28,-43768,3.776717097,12,-25,-15,0.192068621,4.063541667,-16,13,7802,0,6,0,128.0380802,1
687.6346983,687.5,578.125,59.27962152,59.28346048,22.75862069,53.96551724,0.086213597,86.8895172,0.126359995,11.11912979,4006.582439,1521.610527,143,765.5351128,687.6346983,86.81458013,1031.25,578.125,693.0932474,109.375,296.875,562.5,859.375,0.305338136,-23.25885417,-28,-44657,3.343033073,5,-25,-17,0.187263112,4.261458333,-16,13,8182,1,6,0,128.1937985,1
687.4462134,687.5,578.125,58.62848257,58.63235079,22.37521515,53.52839931,0.085290092,86.8461783,0.126331597,11.11066608,3966.511295,1547.188612,144,712.3348359,687.4462134,86.77140758,1031.25,578.125,692.9008396,109.375,296.875,562.5,859.375,0.302587759,-23.49270833,-28,-45106,3.638167311,5,-25,-18,0.173145362,4.506770833,-16,13,8653,1,6,0,128.2731461,1
687.3926117,687.5,578.125,58.9427243,58.94655866,22.68041237,53.78006873,0.085753844,87.15309127,0.126787937,11.161357,3980.085706,1570.581643,143,712.9723197,687.3926117,87.07818529,1031.25,578.125,692.8861472,109.375,296.875,562.5,859.375,0.302553461,-23.77135417,-28,-45641,2.175987731,0,-25,-18,0.153513255,4.6421875,-2,10,8913,2,6,0,128.2848393,1
686.6677405,687.5,578.125,58.68551609,58.68936726,22.50859107,53.60824742,0.085469819,86.99233028,0.126687661,11.1667579,3987.271094,1583.307007,143,733.4727812,686.6677405,86.91756247,1031.25,578.125,692.1468403,109.375,296.875,562.5,859.375,0.303483523,-23.88854167,-28,-45866,2.21630616,0,-25,-18,0.139907135,4.684375,-2,7,8994,2,6,0,128.4073593,1
686.3495291,687.5,578.125,58.62051082,58.62433986,22.43150685,53.42465753,0.085414701,86.48658958,0.126009542,11.12204247,3912.621804,1570.458027,144,699.8457545,686.3495291,86.41251111,1031.25,578.125,691.7678788,109.375,296.875,562.5,859.375,0.302733337,-24.00729167,-28,-46094,2.360165593,0,-25,-19,0.134644425,4.753125,-2,7,9126,2,6,0,128.4289687,1
686.1158433,687.5,625,66.27848092,66.28183298,22.82793867,53.66269165,0.096604434,87.51055425,0.127544867,11.17717731,3904.740827,1522.506057,145,726.1397775,686.1158433,87.43598197,1078.125,625,691.6646596,109.375,296.875,562.5,859.375,0.31238428,-24.1015625,-28,-46275,2.553936997,0,-25,-19,0.132237879,4.8171875,-2,7,9249,2,6,0,128.4756786,1
685.4308149,687.5,625,66.3661815,66.36950639,22.75042445,53.3106961,0.096828892,87.18146947,0.127192224,11.15768595,3861.986724,1495.445673,146,709.7853567,685.4308149,87.10742999,1078.125,625,690.9436348,109.375,296.875,562.5,859.375,0.310883846,-24.17447917,-28,-46415,2.786369002,0,-25,-20,0.129886399,4.869791667,-2,7,9350,3,6,0,128.580714,1
684.7814611,687.5,625,66.26615052,66.26944671,22.80405405,53.20945946,0.096774592,86.7825639,0.126730306,11.14378394,3832.875453,1484.625522,147,702.7080495,684.7814611,86.70923683,1078.125,625,690.2493327,109.375,288.28125,562.5,850.78125,0.312600281,-24.27135417,-28,-46601,3.018801881,0,-25,-21,0.127474108,4.889583333,-2,7,9388,3,6,0,128.7594657,1
